project,source_file,source_row,BRANCH_COUNT,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,defective,rotulo_original
PC4,PC4.arff,228,3,2,1,1,16.9,16.55,4627.48,0.09,61,0.06,257.07,279.68,2,9,8,10,28,33,11,13,0,N
PC4,PC4.arff,229,1,1,1,1,10.42,45.0,21097.27,0.16,167,0.02,1172.07,468.83,0,0,19,19,36,131,2,5,0,N
PC4,PC4.arff,230,5,3,1,1,19.97,6.61,872.67,0.04,33,0.15,48.48,132.0,0,10,8,8,17,16,9,7,0,N
PC4,PC4.arff,231,1,1,1,1,215.91,13.45,39084.89,0.97,486,0.07,2171.38,2904.96,0,2,54,54,185,301,55,8,0,N
PC4,PC4.arff,232,1,1,1,1,18.49,3.5,226.54,0.02,17,0.29,12.59,64.73,0,0,6,6,7,10,7,7,0,N
PC4,PC4.arff,233,1,1,1,1,15.42,4.8,355.24,0.02,20,0.21,19.74,74.01,0,0,6,6,6,14,5,8,0,N
PC4,PC4.arff,234,5,3,3,1,46.31,7.38,2523.1,0.11,69,0.14,140.17,341.84,1,41,9,10,31,38,21,10,0,N
PC4,PC4.arff,235,1,1,1,1,11.0,3.0,99.0,0.01,11,0.33,5.5,33.0,0,7,3,3,2,9,2,6,0,N
PC4,PC4.arff,236,3,2,1,1,12.55,14.0,2459.28,0.06,49,0.07,136.63,175.66,0,1,11,11,20,29,5,7,0,N
PC4,PC4.arff,237,1,1,1,1,12.14,6.4,497.34,0.03,21,0.16,27.63,77.71,0,4,7,7,8,13,5,8,0,N
PC4,PC4.arff,238,1,1,1,1,9.34,6.67,415.13,0.02,18,0.15,23.06,62.27,0,0,4,4,5,13,3,8,0,N
PC4,PC4.arff,239,7,4,1,3,10.26,13.0,1734.69,0.04,32,0.08,96.37,133.44,0,0,9,9,13,19,6,12,0,N
PC4,PC4.arff,240,26,14,11,7,31.37,40.5,51461.36,0.42,216,0.02,2858.96,1270.65,1,1,45,46,96,120,32,27,0,N
PC4,PC4.arff,241,1,1,1,1,11.59,4.38,221.89,0.02,16,0.23,12.33,50.72,2,0,3,5,7,9,4,5,0,N
PC4,PC4.arff,242,7,4,2,1,23.89,23.0,12637.26,0.18,108,0.04,702.07,549.45,1,8,23,24,46,62,17,17,1,Y
PC4,PC4.arff,243,5,3,3,3,16.47,9.33,1434.82,0.05,35,0.11,79.71,153.73,0,0,9,9,14,21,9,12,0,N
PC4,PC4.arff,244,1,1,1,1,17.28,7.33,929.22,0.04,31,0.14,51.62,126.71,0,0,4,4,8,23,6,11,0,N
PC4,PC4.arff,245,15,9,4,4,31.55,35.27,39260.76,0.37,190,0.03,2181.15,1113.02,5,5,24,29,81,109,31,27,0,N
PC4,PC4.arff,246,10,7,2,3,28.86,15.75,7159.08,0.15,86,0.06,397.73,454.54,2,3,27,29,27,59,18,21,0,N
PC4,PC4.arff,247,5,3,2,1,76.19,36.75,102930.76,0.93,451,0.03,5718.38,2800.46,2,28,62,64,163,288,51,23,0,N
PC4,PC4.arff,248,12,8,5,1,18.0,124.37,278423.08,0.75,433,0.01,15467.95,2238.58,19,5,35,54,199,234,16,20,0,N
PC4,PC4.arff,249,7,4,2,3,24.22,12.71,3909.7,0.1,61,0.08,217.21,307.71,0,0,11,11,27,34,17,16,0,N
PC4,PC4.arff,250,1,1,1,1,17.13,6.0,616.79,0.03,27,0.17,34.27,102.8,0,1,6,6,9,18,6,8,0,N
PC4,PC4.arff,251,17,9,2,7,21.71,36.56,29017.62,0.26,156,0.03,1612.09,793.64,11,2,33,44,65,91,16,18,1,Y
PC4,PC4.arff,252,5,3,1,1,14.0,10.83,1642.56,0.05,34,0.09,91.25,151.62,1,0,10,11,15,19,9,13,0,N
PC4,PC4.arff,253,5,3,1,1,18.95,10.29,2007.31,0.07,42,0.1,111.52,195.04,1,3,12,13,19,23,12,13,0,N
PC4,PC4.arff,254,13,7,6,6,25.42,19.69,9851.11,0.17,101,0.05,547.28,500.37,0,0,17,17,42,59,16,15,0,N
PC4,PC4.arff,255,9,5,4,1,30.18,28.0,23660.0,0.28,169,0.04,1314.44,845.0,6,16,30,36,72,97,18,14,0,N
PC4,PC4.arff,256,11,6,6,1,34.2,29.65,30059.84,0.34,201,0.03,1669.99,1013.92,3,10,35,38,63,138,17,16,1,Y
PC4,PC4.arff,257,1,1,1,1,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,0,0,5,5,7,12,6,7,0,N
PC4,PC4.arff,258,1,1,1,1,52.7,4.42,1030.06,0.08,49,0.23,57.23,232.99,9,3,5,14,21,28,19,8,0,N
PC4,PC4.arff,259,7,4,2,3,20.28,16.29,5381.83,0.11,68,0.06,298.99,330.34,0,1,10,10,23,45,12,17,0,N
PC4,PC4.arff,260,7,4,3,3,23.57,16.39,6334.65,0.13,78,0.06,351.92,386.43,0,3,16,16,27,51,14,17,0,N
PC4,PC4.arff,261,9,5,1,1,17.69,33.08,19354.95,0.2,116,0.03,1075.28,585.15,0,5,22,22,43,73,13,20,0,N
PC4,PC4.arff,262,7,4,1,1,14.12,15.0,3176.62,0.07,49,0.07,176.48,211.77,0,0,11,11,20,29,8,12,0,N
PC4,PC4.arff,263,3,2,2,1,73.68,23.6,41036.32,0.58,339,0.04,2279.8,1738.83,1,23,33,34,118,221,25,10,1,Y
PC4,PC4.arff,264,3,2,2,1,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0,0,5,5,6,9,4,7,0,N
PC4,PC4.arff,265,3,2,1,1,11.72,8.0,750.12,0.03,24,0.13,41.67,93.77,1,7,4,5,8,16,5,10,0,N
PC4,PC4.arff,266,3,2,2,1,45.17,6.32,1801.85,0.1,60,0.16,100.1,285.29,0,4,17,17,30,30,19,8,0,N
PC4,PC4.arff,267,3,2,1,1,14.63,9.75,1390.58,0.05,33,0.1,77.25,142.62,0,0,10,10,13,20,8,12,0,N
PC4,PC4.arff,268,11,6,5,1,27.56,14.4,5715.21,0.13,89,0.07,317.51,396.89,0,0,13,13,24,65,10,12,0,N
PC4,PC4.arff,269,9,5,4,1,17.51,14.17,3513.33,0.08,62,0.07,195.19,248.0,0,0,10,10,17,45,6,10,0,N
PC4,PC4.arff,270,11,6,4,1,37.84,13.83,7233.63,0.17,102,0.07,401.87,523.19,2,8,22,24,53,49,23,12,0,N
PC4,PC4.arff,271,9,5,3,5,21.77,20.31,8977.55,0.15,91,0.05,498.75,442.08,1,6,17,18,33,58,13,16,0,N
PC4,PC4.arff,272,17,10,6,1,26.68,23.54,14784.08,0.21,128,0.04,821.34,628.08,4,4,23,27,36,92,13,17,0,N
PC4,PC4.arff,273,13,7,5,6,7.1,27.62,5419.98,0.07,48,0.04,301.11,196.2,0,0,11,11,17,31,4,13,0,N
PC4,PC4.arff,274,11,6,3,6,17.88,18.4,6054.17,0.11,70,0.05,336.34,329.03,0,0,12,12,23,47,10,16,0,N
PC4,PC4.arff,275,19,10,1,5,26.57,33.75,30263.95,0.3,181,0.03,1681.33,896.71,9,39,63,72,72,109,16,15,0,N
PC4,PC4.arff,276,3,2,1,1,10.75,4.0,172.08,0.01,12,0.25,9.56,43.02,0,0,4,4,4,8,4,8,0,N
PC4,PC4.arff,277,9,5,1,1,132.94,61.45,501990.12,2.72,1235,0.02,27888.34,8169.17,37,18,155,192,511,724,79,19,1,Y
PC4,PC4.arff,278,7,4,3,1,32.79,29.64,28803.52,0.32,178,0.03,1600.2,971.78,5,13,31,36,78,100,25,19,0,N
PC4,PC4.arff,279,5,3,1,1,14.12,11.0,1708.56,0.05,38,0.09,94.92,155.32,1,0,11,12,12,26,6,11,1,Y
PC4,PC4.arff,280,11,6,4,1,35.29,31.25,34462.66,0.37,202,0.03,1914.59,1102.81,2,30,48,50,75,127,24,20,0,N
PC4,PC4.arff,281,7,4,2,3,26.4,21.18,11839.59,0.19,109,0.05,657.76,559.09,4,27,19,23,40,69,17,18,0,N
PC4,PC4.arff,282,25,14,12,12,37.11,40.91,62115.21,0.51,269,0.02,3450.85,1518.2,9,77,85,94,113,156,29,21,0,N
PC4,PC4.arff,283,27,15,6,10,39.17,59.96,140810.71,0.78,396,0.02,7822.82,2348.57,3,7,34,37,151,245,34,27,0,N
PC4,PC4.arff,284,1,1,1,1,19.12,16.89,5453.58,0.11,79,0.06,302.98,322.91,1,3,15,16,38,41,9,8,0,N
PC4,PC4.arff,285,16,10,5,10,29.94,20.84,13005.9,0.21,115,0.05,722.55,624.02,0,1,29,29,33,82,19,24,0,N
PC4,PC4.arff,286,7,4,2,1,12.12,25.67,7986.92,0.1,72,0.04,443.72,311.18,3,2,23,26,22,50,6,14,1,Y
PC4,PC4.arff,287,17,9,8,1,44.48,19.35,16663.77,0.29,155,0.05,925.76,860.96,0,0,33,33,75,80,31,16,0,N
PC4,PC4.arff,288,5,3,1,1,17.05,11.25,2157.94,0.06,46,0.09,119.89,191.82,0,0,17,17,18,28,8,10,1,Y
PC4,PC4.arff,289,4,3,3,1,27.92,10.27,2942.64,0.1,59,0.1,163.48,286.62,0,1,20,20,22,37,15,14,0,N
PC4,PC4.arff,290,11,6,1,1,15.38,23.25,8313.66,0.12,77,0.04,461.87,357.58,0,3,21,21,31,46,10,15,0,N
PC4,PC4.arff,291,9,5,1,1,11.83,26.0,7994.02,0.1,70,0.04,444.11,307.46,0,0,18,18,32,38,8,13,0,N
PC4,PC4.arff,292,8,5,5,1,51.13,18.63,17749.77,0.32,160,0.05,986.1,952.67,6,10,46,52,59,101,38,24,0,N
PC4,PC4.arff,293,7,5,5,1,27.52,17.41,8344.02,0.16,95,0.06,463.56,479.22,0,3,34,34,37,58,17,16,0,N
PC4,PC4.arff,294,1,1,1,1,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,0,0,3,3,2,5,2,4,0,N
PC4,PC4.arff,295,1,1,1,1,21.63,16.0,5537.66,0.12,83,0.06,307.65,346.1,0,4,17,17,40,43,10,8,0,N
PC4,PC4.arff,296,1,1,1,1,9.88,7.0,484.32,0.02,20,0.14,26.91,69.19,0,0,5,5,8,12,4,7,0,N
PC4,PC4.arff,297,17,9,6,1,26.92,45.5,55737.5,0.41,245,0.02,3096.53,1225.0,6,11,32,38,91,154,16,16,0,N
PC4,PC4.arff,298,1,1,1,1,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1,0,2,3,2,5,2,4,0,N
PC4,PC4.arff,299,1,1,1,1,20.35,8.44,1448.49,0.06,42,0.12,80.47,171.67,0,0,10,10,15,27,8,9,0,N
PC4,PC4.arff,300,1,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,0,0,2,2,3,4,3,4,0,N
PC4,PC4.arff,301,19,10,6,1,24.97,22.95,13151.27,0.19,110,0.04,730.63,573.04,0,0,20,20,54,56,20,17,0,N
PC4,PC4.arff,302,15,8,5,3,20.6,30.38,19007.4,0.21,123,0.03,1055.97,625.76,0,0,17,17,54,69,16,18,0,N
PC4,PC4.arff,303,11,6,5,1,22.66,14.44,4722.37,0.11,77,0.07,262.35,327.09,0,0,12,12,21,56,8,11,0,N
PC4,PC4.arff,304,1,1,1,1,12.5,5.63,395.48,0.02,19,0.18,21.97,70.31,0,0,2,2,5,14,4,9,0,N
PC4,PC4.arff,305,3,2,1,1,27.71,21.09,12331.3,0.19,118,0.05,685.07,584.6,5,20,15,20,45,73,16,15,0,N
PC4,PC4.arff,306,5,3,3,1,14.41,16.5,3922.15,0.08,55,0.06,217.9,237.71,1,2,16,17,22,33,8,12,0,N
PC4,PC4.arff,307,5,3,3,1,32.42,21.5,14986.93,0.23,145,0.05,832.61,697.07,2,4,31,33,43,102,14,14,0,N
PC4,PC4.arff,308,1,1,1,1,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,0,0,3,3,2,5,2,4,0,N
PC4,PC4.arff,309,12,7,2,7,20.89,24.94,12991.07,0.17,100,0.04,721.73,520.95,0,4,21,21,38,62,16,21,0,N
PC4,PC4.arff,310,7,4,3,1,17.15,11.92,2435.45,0.07,50,0.08,135.3,204.37,0,0,8,8,13,37,6,11,0,N
PC4,PC4.arff,311,5,3,3,1,30.83,18.75,10839.37,0.19,119,0.05,602.19,578.1,0,0,19,19,35,84,14,15,0,N
PC4,PC4.arff,312,7,4,2,1,18.36,15.27,4283.4,0.09,62,0.07,237.97,280.46,4,19,14,18,28,34,11,12,0,N
PC4,PC4.arff,313,3,2,1,1,7.45,31.17,7238.42,0.08,61,0.03,402.13,232.25,4,4,5,9,17,44,3,11,0,N
PC4,PC4.arff,314,143,72,71,70,94.78,31.27,92697.93,0.99,482,0.03,5149.89,2964.18,0,0,57,57,215,267,55,16,0,N
PC4,PC4.arff,315,1,1,1,1,18.28,5.0,456.88,0.03,24,0.2,25.38,91.38,0,0,5,5,10,14,7,7,0,N
PC4,PC4.arff,316,1,1,1,1,13.88,5.6,435.17,0.03,21,0.18,24.18,77.71,1,1,5,6,7,14,5,8,1,Y
PC4,PC4.arff,317,9,5,2,1,41.51,18.85,14745.1,0.26,147,0.05,819.17,782.32,0,12,32,32,51,96,23,17,0,N
PC4,PC4.arff,318,11,6,5,1,22.95,14.44,4783.7,0.11,78,0.07,265.76,331.34,0,0,12,12,21,57,8,11,0,N
PC4,PC4.arff,319,15,8,8,8,22.78,18.0,7380.0,0.14,82,0.06,410.0,410.0,0,1,19,19,36,46,16,16,0,N
PC4,PC4.arff,320,11,6,4,4,31.74,23.96,18214.54,0.25,141,0.04,1011.92,760.32,9,27,26,35,58,83,23,19,0,N
PC4,PC4.arff,321,5,3,1,3,28.29,26.03,19171.54,0.25,146,0.04,1065.09,736.48,0,0,15,15,49,97,16,17,0,N
PC4,PC4.arff,322,1,1,1,1,14.99,5.33,426.42,0.03,21,0.19,23.69,79.95,0,0,10,10,8,13,6,8,0,N
PC4,PC4.arff,323,1,1,1,1,25.0,1.8,81.0,0.02,15,0.56,4.5,45.0,0,0,5,5,6,9,5,3,0,N
PC4,PC4.arff,324,1,1,1,1,38.33,5.54,1177.03,0.07,50,0.18,65.39,212.4,2,15,12,14,19,31,12,7,0,N
PC4,PC4.arff,325,15,8,8,1,25.59,23.5,14132.38,0.2,113,0.04,785.13,601.38,0,1,26,26,47,66,20,20,0,N
PC4,PC4.arff,326,8,6,2,1,27.09,32.81,29158.95,0.3,160,0.03,1619.94,888.73,2,4,38,40,53,107,21,26,0,N
PC4,PC4.arff,327,13,7,3,6,17.27,17.55,5319.03,0.1,67,0.06,295.5,303.08,0,0,20,20,27,40,10,13,0,N
PC4,PC4.arff,328,7,4,1,1,51.31,17.5,15713.29,0.3,178,0.06,872.96,897.9,1,11,31,32,70,108,22,11,1,Y
PC4,PC4.arff,329,13,7,3,6,19.62,44.8,39374.15,0.29,170,0.02,2187.45,878.89,5,8,25,30,64,106,15,21,0,N
PC4,PC4.arff,330,27,16,8,5,36.04,49.78,89317.82,0.6,305,0.02,4962.1,1794.21,2,13,62,64,118,187,32,27,0,N
PC4,PC4.arff,331,3,2,2,1,9.04,6.13,339.02,0.02,16,0.16,18.83,55.35,0,1,7,7,7,9,4,7,0,N
PC4,PC4.arff,332,5,3,2,1,29.0,28.53,23605.34,0.28,174,0.04,1311.41,827.35,3,5,40,43,83,91,16,11,1,Y
PC4,PC4.arff,333,5,3,1,1,16.21,11.0,1962.54,0.06,42,0.09,109.03,178.41,6,42,6,12,16,26,8,11,0,N
PC4,PC4.arff,334,11,6,1,6,21.82,26.11,14874.09,0.19,115,0.04,826.34,569.73,0,0,23,23,43,72,14,17,0,N
PC4,PC4.arff,335,17,9,2,1,27.0,19.97,10770.44,0.18,100,0.05,598.36,539.23,14,10,12,26,33,67,19,23,1,Y
PC4,PC4.arff,336,1,1,1,1,27.02,35.67,34375.18,0.32,223,0.03,1909.73,963.79,0,2,21,21,107,116,12,8,0,N
PC4,PC4.arff,337,13,7,5,1,32.65,14.37,6740.64,0.16,93,0.07,374.48,469.13,8,23,18,26,39,54,19,14,0,N
PC4,PC4.arff,338,7,4,2,1,79.68,11.59,10705.07,0.31,157,0.09,594.73,923.57,19,34,24,43,68,89,44,15,1,Y
PC4,PC4.arff,339,3,2,1,1,9.79,14.3,2002.0,0.05,35,0.07,111.22,140.0,0,0,6,6,13,22,5,11,0,N
PC4,PC4.arff,340,13,7,6,1,32.91,21.85,15707.85,0.24,137,0.05,872.66,718.97,0,0,20,20,67,70,23,15,0,N
PC4,PC4.arff,341,37,19,12,11,37.9,41.66,65784.09,0.53,277,0.02,3654.67,1579.02,4,0,46,50,123,154,31,21,0,N
PC4,PC4.arff,342,30,16,13,16,24.44,62.25,94697.4,0.51,277,0.02,5260.97,1521.24,3,36,57,60,83,194,18,27,0,N
PC4,PC4.arff,343,25,13,6,5,27.67,49.46,67672.14,0.46,245,0.02,3759.56,1368.32,11,16,52,63,91,154,23,25,1,Y
PC4,PC4.arff,344,13,7,2,1,13.97,46.44,30142.12,0.22,135,0.02,1674.56,648.99,3,7,33,36,44,91,9,19,1,Y
PC4,PC4.arff,345,1,1,1,1,8.31,7.33,446.73,0.02,16,0.14,24.82,60.92,0,0,6,6,4,12,3,11,0,N
PC4,PC4.arff,346,1,1,1,1,34.88,2.0,139.52,0.02,21,0.5,7.75,69.76,0,0,8,8,6,15,6,4,0,N
PC4,PC4.arff,347,3,2,2,1,26.74,12.83,4403.53,0.11,73,0.08,244.64,343.13,2,4,16,18,22,51,12,14,1,Y
PC4,PC4.arff,348,3,2,1,1,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0,0,4,4,5,14,5,9,0,N
PC4,PC4.arff,349,29,15,3,8,33.22,65.26,141466.74,0.72,402,0.02,7859.26,2167.71,2,11,63,65,158,244,23,19,0,N
PC4,PC4.arff,350,1,1,1,1,19.03,4.08,317.31,0.03,21,0.24,17.63,77.71,0,1,4,4,7,14,6,7,0,N
PC4,PC4.arff,351,1,1,1,1,8.13,2.0,32.5,0.01,7,0.5,1.81,16.25,0,0,4,4,1,6,1,4,0,N
PC4,PC4.arff,352,7,4,3,1,14.43,13.0,2437.9,0.06,48,0.08,135.44,187.53,0,0,8,8,13,35,5,10,0,N
PC4,PC4.arff,353,5,3,2,1,22.15,19.96,8828.3,0.15,93,0.05,490.46,442.2,4,22,24,28,43,50,14,13,0,N
PC4,PC4.arff,354,5,3,1,1,27.67,6.54,1183.09,0.06,40,0.15,65.73,180.94,0,13,11,11,17,23,13,10,0,N
PC4,PC4.arff,355,3,2,2,1,25.79,5.0,644.64,0.04,33,0.2,35.81,128.93,1,3,11,12,15,18,9,6,0,N
PC4,PC4.arff,356,3,2,1,1,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0,0,6,6,5,14,5,9,0,N
PC4,PC4.arff,357,9,5,5,1,41.03,12.75,6670.63,0.17,102,0.08,370.59,523.19,6,11,22,28,34,68,20,15,1,Y
PC4,PC4.arff,358,5,3,2,1,33.43,19.13,12234.56,0.21,121,0.05,679.7,639.53,6,37,25,31,55,66,23,16,0,N
PC4,PC4.arff,359,9,5,2,1,17.34,20.09,7000.82,0.12,76,0.05,388.93,348.46,0,0,18,18,34,42,11,13,0,N
PC4,PC4.arff,360,1,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,2,2,2,3,2,3,0,N
PC4,PC4.arff,361,5,3,2,1,43.31,28.5,35176.89,0.41,221,0.04,1954.27,1234.28,1,9,37,38,95,126,30,18,1,Y
PC4,PC4.arff,362,7,4,3,1,18.2,36.93,24819.33,0.22,130,0.03,1378.85,672.09,4,11,23,27,47,83,14,22,1,Y
PC4,PC4.arff,363,6,5,1,1,26.73,9.21,2266.4,0.08,53,0.11,125.91,246.12,2,0,18,20,17,36,12,13,1,Y
PC4,PC4.arff,364,1,1,1,1,19.15,8.36,1337.14,0.05,40,0.12,74.29,160.0,0,0,10,10,13,27,7,9,0,N
PC4,PC4.arff,365,7,4,3,1,18.18,11.92,2581.57,0.07,53,0.08,143.42,216.64,0,0,11,11,13,40,6,11,0,N
PC4,PC4.arff,366,9,5,1,5,18.02,6.29,712.17,0.04,29,0.16,39.57,113.3,0,0,6,6,11,18,7,8,0,N
PC4,PC4.arff,367,27,14,8,8,42.52,62.4,165551.69,0.88,451,0.02,9197.32,2653.07,12,22,72,84,182,269,35,24,0,N
PC4,PC4.arff,368,3,2,2,1,14.8,8.56,1083.64,0.04,28,0.12,60.2,126.66,0,0,4,4,11,17,9,14,0,N
PC4,PC4.arff,369,3,2,2,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,0,0,2,2,1,3,1,3,0,N
PC4,PC4.arff,370,7,4,3,1,22.77,11.56,3040.34,0.09,59,0.09,168.91,263.11,0,0,12,12,16,43,9,13,0,N
PC4,PC4.arff,371,3,2,2,1,19.98,10.23,2091.78,0.07,43,0.1,116.21,204.46,0,0,8,8,19,24,13,14,0,N
PC4,PC4.arff,372,9,5,2,1,16.62,25.33,10668.04,0.14,85,0.04,592.67,421.11,3,3,9,12,32,53,12,19,0,N
PC4,PC4.arff,373,3,2,2,1,35.49,9.58,3256.84,0.11,68,0.1,180.94,340.0,0,6,19,19,28,40,19,13,0,N
PC4,PC4.arff,374,36,21,6,9,29.75,68.5,139594.59,0.68,345,0.01,7755.26,2037.88,1,0,49,50,137,208,30,30,0,N
PC4,PC4.arff,375,13,7,6,6,28.97,19.29,10774.31,0.19,115,0.05,598.57,558.67,0,1,19,19,36,79,14,15,0,N
PC4,PC4.arff,376,9,5,5,1,23.75,14.93,5295.85,0.12,73,0.07,294.21,354.63,0,0,21,21,32,41,15,14,0,N
PC4,PC4.arff,377,43,27,21,11,82.59,47.25,184399.83,1.3,565,0.02,10244.44,3902.39,3,8,145,148,212,353,83,37,0,N
PC4,PC4.arff,378,3,2,1,1,9.86,6.67,438.19,0.02,19,0.15,24.34,65.73,0,2,7,7,5,14,3,8,0,N
PC4,PC4.arff,379,12,8,5,1,18.87,122.91,285104.16,0.77,442,0.01,15839.12,2319.58,19,5,35,54,199,243,17,21,0,N
PC4,PC4.arff,380,3,2,2,1,17.09,4.57,357.2,0.03,20,0.22,19.84,78.14,0,0,8,8,8,12,7,8,0,N
PC4,PC4.arff,381,5,3,2,1,15.56,9.0,1260.0,0.05,35,0.11,70.0,140.0,1,1,7,8,14,21,7,9,0,N
PC4,PC4.arff,382,1,1,1,1,29.54,9.6,2722.13,0.09,68,0.1,151.23,283.55,0,0,15,15,24,44,10,8,0,N
PC4,PC4.arff,383,3,2,1,1,14.4,3.0,129.56,0.01,13,0.33,7.2,43.19,0,5,5,5,4,9,4,6,0,N
PC4,PC4.arff,384,1,1,1,1,14.51,4.2,255.97,0.02,17,0.24,14.22,60.94,1,1,5,6,6,11,5,7,0,N
PC4,PC4.arff,385,11,6,4,4,26.34,18.81,9323.4,0.17,101,0.05,517.97,495.6,0,3,24,24,43,58,16,14,0,N
PC4,PC4.arff,386,1,1,1,1,19.41,7.22,1012.42,0.05,33,0.14,56.25,140.18,0,0,6,6,13,20,9,10,0,N
PC4,PC4.arff,387,1,1,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1,2,2,3,2,7,2,6,1,Y
PC4,PC4.arff,388,3,2,2,1,21.15,4.5,428.33,0.03,25,0.22,23.8,95.18,1,2,8,9,9,16,7,7,0,N
PC4,PC4.arff,389,5,3,3,3,18.7,10.4,2022.94,0.06,43,0.1,112.39,194.51,0,1,12,12,16,27,10,13,0,N
PC4,PC4.arff,390,5,3,2,1,11.16,14.08,2213.52,0.05,37,0.07,122.97,157.17,0,0,8,8,13,24,6,13,0,N
PC4,PC4.arff,391,3,2,1,1,15.23,5.0,380.74,0.03,20,0.2,21.15,76.15,0,0,5,5,10,10,7,7,0,N
PC4,PC4.arff,392,3,2,1,1,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,0,0,0,0,4,8,3,6,0,N
PC4,PC4.arff,393,11,6,1,5,7.63,28.8,6324.94,0.07,50,0.03,351.39,219.62,1,1,10,11,18,32,5,16,0,N
PC4,PC4.arff,394,1,1,1,1,15.86,3.5,194.27,0.02,15,0.29,10.79,55.51,1,0,4,5,6,9,6,7,0,N
PC4,PC4.arff,395,1,1,1,1,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1,0,3,4,4,7,3,4,1,Y
PC4,PC4.arff,396,29,15,5,9,32.32,33.06,35331.2,0.36,184,0.03,1962.84,1068.55,7,14,25,32,82,102,31,25,0,N
PC4,PC4.arff,397,29,15,9,10,32.25,50.79,83227.41,0.55,295,0.02,4623.75,1638.6,27,11,51,78,106,189,24,23,1,Y
PC4,PC4.arff,398,41,21,20,11,65.4,42.25,116749.16,0.92,430,0.02,6486.06,2763.29,4,3,71,75,195,235,60,26,0,N
PC4,PC4.arff,399,9,5,3,1,29.78,16.47,8078.25,0.16,99,0.06,448.79,490.47,7,25,22,29,40,59,17,14,0,N
PC4,PC4.arff,400,5,3,1,1,13.87,8.25,944.2,0.04,28,0.12,52.46,114.45,0,1,8,8,9,19,6,11,0,N
PC4,PC4.arff,401,13,7,3,6,17.7,38.25,25897.75,0.23,132,0.03,1438.76,677.07,6,11,22,28,51,81,14,21,0,N
PC4,PC4.arff,402,1,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,0,0,2,2,3,4,3,4,0,N
PC4,PC4.arff,403,7,4,3,1,21.62,13.0,3654.41,0.09,64,0.08,203.02,281.11,0,0,10,10,16,48,8,13,0,N
PC4,PC4.arff,404,6,5,5,1,26.68,22.5,13507.21,0.2,118,0.04,750.4,600.32,0,4,25,25,40,78,16,18,0,N
PC4,PC4.arff,405,13,7,1,7,23.57,7.11,1191.72,0.06,41,0.14,66.21,167.59,0,0,7,7,16,25,9,8,0,N
PC4,PC4.arff,406,3,2,2,1,16.18,6.43,668.57,0.03,26,0.16,37.14,104.0,0,0,9,9,10,16,7,9,0,N
PC4,PC4.arff,407,15,8,3,1,108.11,36.96,147695.29,1.33,666,0.03,8205.29,3996.0,12,27,105,117,290,376,51,13,1,Y
PC4,PC4.arff,408,7,4,3,1,41.64,16.78,11718.04,0.23,141,0.06,651.0,698.54,25,8,20,45,61,80,20,11,1,Y
PC4,PC4.arff,409,3,2,1,1,25.6,6.54,1094.35,0.06,37,0.15,60.8,167.37,1,0,11,12,17,20,13,10,0,N
PC4,PC4.arff,410,11,6,4,3,32.04,22.26,15883.78,0.24,135,0.04,882.43,713.53,0,5,35,35,64,71,23,16,0,N
PC4,PC4.arff,411,1,1,1,1,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,1,2,3,4,5,10,5,7,1,Y
PC4,PC4.arff,412,3,2,1,1,15.61,9.17,1311.39,0.05,35,0.11,72.86,143.06,0,4,9,9,10,25,6,11,0,N
PC4,PC4.arff,413,9,5,1,4,7.1,19.25,2632.27,0.05,35,0.05,146.24,136.74,0,0,10,10,14,21,4,11,0,N
PC4,PC4.arff,414,3,2,1,1,32.7,11.79,4542.69,0.13,83,0.08,252.37,385.44,0,0,18,18,30,53,14,11,0,N
PC4,PC4.arff,415,1,1,1,1,18.28,5.0,456.88,0.03,24,0.2,25.38,91.38,0,0,7,7,10,14,7,7,0,N
PC4,PC4.arff,416,14,8,4,3,40.61,18.56,13994.09,0.25,131,0.05,777.45,753.89,2,19,47,49,54,77,32,22,0,N
